school_name,school_rank,school_address
恩施职业技术学院,1191,湖北省
扎兰屯职业学院,476,内蒙古自治区
扬州中瑞酒店职业学院,1267,江苏省
扬州大学,61,江苏省
扬州大学广陵学院,987,江苏省
扬州工业职业技术学院,1645,江苏省
扬州环境资源职业技术学院,512,江苏省
扬州职业技术大学,606,江苏省
承德医学院,944,河北省
承德应用技术职业学院,1560,河北省
承德护理职业学院,1405,河北省
抚州医药学院,602,江西省
抚州幼儿师范高等专科学校,494,江西省
抚州职业技术学院,1091,江西省
抚顺师范高等专科学校,1071,辽宁省
抚顺职业技术学院,684,辽宁省
文华学院,623,湖北省
新乡学院,382,河南省
新乡工程学院,402,河南省
新乡职业技术学院,446,河南省
新余学院,365,江西省
新余职业技术学院,1178,江西省
无锡南洋职业技术学院,542,江苏省
无锡商业职业技术学院,1479,江苏省
无锡城市职业技术学院,980,江苏省
无锡太湖学院,1163,江苏省
无锡学院,255,江苏省
无锡工艺职业技术学院,1732,江苏省
无锡师范高等专科学校,1654,江苏省
无锡科技职业学院,458,江苏省
无锡职业技术大学,1037,江苏省
日照康养职业学院,1412,山东省
日照科技职业学院,1771,山东省
日照职业技术学院,959,山东省
日照航海工程职业学院,480,山东省
昆山杜克大学,1035,江苏省
昆山登云科技职业学院,1613,江苏省
明达职业技术学院,1372,江苏省
晋中信息学院,708,山西省
晋中健康学院,1058,山西省
晋中学院,344,山西省
晋中师范高等专科学校,1348,山西省
晋中职业技术学院,1247,山西省
晋城职业技术学院,978,山西省
景德镇学院,354,江西省
景德镇艺术职业大学,1076,江西省
景德镇陶瓷大学,223,江西省
景德镇陶瓷职业技术学院,1268,江西省
曲阜师范大学,129,山东省
曲阜远东职业技术学院,1606,山东省
曹妃甸职业技术学院,536,河北省
朔州师范高等专科学校,628,山西省
朔州职业技术学院,540,山西省
朔州陶瓷职业技术学院,1499,山西省
朝阳师范学院,1536,辽宁省
杭州万向职业技术学院,1422,浙江省
杭州医学院,1476,浙江省
杭州师范大学,87,浙江省
杭州师范大学钱江学院,1225,浙江省
杭州电子科技大学,71,浙江省
杭州电子科技大学信息工程学院,1288,浙江省
杭州科技职业技术学院,443,浙江省
杭州职业技术大学,756,浙江省
松原职业技术学院,603,吉林省
林州建筑职业技术学院,482,河南省
枣庄学院,285,山东省
枣庄应用技术职业学院,965,山东省
枣庄科技职业学院,1234,山东省
枣庄职业学院,1253,山东省
桐城师范高等专科学校,1551,安徽省
梅河口康美职业技术学院,800,吉林省
正德职业技术学院,1742,江苏省
武夷学院,323,福建省
武夷山职业学院,1021,福建省
武昌工学院,1587,湖北省
武昌理工学院,1680,湖北省
武昌首义学院,1482,湖北省
武汉东湖学院,1669,湖北省
武汉传媒学院,548,湖北省
武汉体育学院,691,湖北省
武汉体育学院体育科技学院,625,湖北省
武汉华夏理工学院,1206,湖北省
武汉商学院,1473,湖北省
武汉城市学院,1577,湖北省
武汉城市职业学院,703,湖北省
武汉大学,9,湖北省
武汉学院,806,湖北省
武汉工商学院,1791,湖北省
武汉工程大学,115,湖北省
武汉工程大学邮电与信息工程学院,1208,湖北省
武汉工程科技学院,1013,湖北省
武汉工程职业技术学院,1677,湖北省
武汉工贸职业学院,1042,湖北省
武汉文理学院,752,湖北省
武汉晴川学院,779,湖北省
武汉理工大学,40,湖北省
武汉生物工程学院,682,湖北省
武汉电力职业技术学院,858,湖北省
武汉科技大学,89,湖北省
武汉纺织大学,123,湖北省
武汉纺织大学外经贸学院,1349,湖北省
武汉职业技术大学,1284,湖北省
武汉航海职业技术学院,1633,湖北省
武汉船舶职业技术学院,1324,湖北省
武汉设计工程学院,954,湖北省
武汉软件工程职业学院,951,湖北省
武汉轻工大学,175,湖北省
武汉铁路职业技术学院,1233,湖北省
武汉音乐学院,672,湖北省
民办万博科技职业学院,832,安徽省
民办合肥滨湖职业技术学院,437,安徽省
民办合肥经济技术职业学院,1245,安徽省
民办合肥财经职业学院,1572,安徽省
民办安徽旅游职业学院,1468,安徽省
民政职业大学,580,北京市
永城职业学院,729,河南省
汉口学院,639,湖北省
汉江师范学院,381,湖北省
汝州职业技术学院,723,河南省
江南大学,42,江苏省
江南影视艺术职业学院,1781,江苏省
江汉大学,193,湖北省
江海职业技术学院,893,江苏省
江苏信息职业技术学院,1299,江苏省
江苏农林职业技术学院,1757,江苏省
江苏农牧科技职业学院,1483,江苏省
江苏医药职业学院,401,江苏省
江苏卫生健康职业学院,732,江苏省
江苏司法警官职业学院,1475,江苏省
江苏商贸职业学院,1387,江苏省
江苏城乡建设职业学院,784,江苏省
江苏城市职业学院,531,江苏省
江苏大学,59,江苏省
江苏大学京江学院,643,江苏省
江苏安全技术职业学院,915,江苏省
江苏工程职业技术学院,1166,江苏省
江苏师范大学,103,江苏省
江苏师范大学科文学院,1034,江苏省
江苏建筑职业技术学院,447,江苏省
江苏护理职业学院,1513,江苏省
江苏旅游职业学院,550,江苏省
江苏海事职业技术学院,908,江苏省
江苏海洋大学,239,江苏省
江苏理工学院,227,江苏省
江苏电子信息职业学院,782,江苏省
江苏科技大学,100,江苏省
江苏科技大学苏州理工学院,1241,江苏省
江苏第二师范学院,283,江苏省
江苏经贸职业技术学院,1553,江苏省
江苏联合职业技术学院,1424,江苏省
江苏航空职业技术学院,1195,江苏省
江苏航运职业技术学院,561,江苏省
江苏警官学院,1800,江苏省
江苏财会职业学院,593,江苏省
江苏财经职业技术学院,515,江苏省
江苏食品药品职业技术学院,1695,江苏省
江西中医药大学,509,江西省
江西交通职业技术学院,1005,江西省
江西传媒职业学院,1649,江西省
江西信息应用职业技术学院,1764,江西省
江西农业大学,146,江西省
江西农业大学南昌商学院,565,江西省
江西农业工程职业学院,487,江西省
江西冶金职业技术学院,882,江西省
江西制造职业技术学院,927,江西省
江西医学高等专科学校,789,江西省
江西卫生职业学院,827,江西省
江西司法警官职业学院,1639,江西省
江西外语外贸职业学院,492,江西省
江西婺源茶业职业学院,493,江西省
江西工业工程职业技术学院,890,江西省
江西工业职业技术学院,1436,江西省
江西工业贸易职业技术学院,662,江西省
江西工商职业技术学院,1741,江西省
江西工程学院,1559,江西省
江西工程职业学院,1558,江西省
江西师范大学,85,江西省
江西师范大学科学技术学院,470,江西省
江西师范高等专科学校,1750,江西省
江西应用工程职业学院,1565,江西省
江西应用技术职业学院,1300,江西省
江西应用科技学院,1179,江西省
江西建设职业技术学院,1624,江西省
江西新能源科技职业学院,415,江西省
江西旅游商贸职业学院,1110,江西省
江西服装学院,1588,江西省
江西机电职业技术学院,1289,江西省
江西枫林涉外经贸职业学院,919,江西省
江西樟树中医药职业学院,946,江西省
江西水利电力大学,1694,江西省
江西水利职业学院,622,江西省
江西泰豪动漫职业学院,804,江西省
江西洪州职业学院,577,江西省
江西环境工程职业学院,840,江西省
江西现代职业技术学院,1172,江西省
江西理工大学,124,江西省
江西生物科技职业学院,685,江西省
江西电力职业技术学院,537,江西省
江西电子信息职业技术学院,1503,江西省
江西科技学院,753,江西省
江西科技师范大学,244,江西省
江西科技职业学院,1352,江西省
江西管理职业学院,928,江西省
江西经济管理职业学院,564,江西省
江西职业技术大学,1648,江西省
江西航空职业技术学院,1545,江西省
江西艺术职业学院,1533,江西省
江西警察学院,1511,江西省
江西财经大学,544,江西省
江西财经大学现代经济管理学院,1085,江西省
江西财经职业学院,850,江西省
江西软件职业技术大学,1660,江西省
江西陶瓷工艺美术职业技术学院,1106,江西省
江西青年职业学院,887,江西省
江西飞行学院,1177,江西省
江阴职业技术学院,516,江苏省
池州学院,350,安徽省
池州职业技术学院,1131,安徽省
沈阳体育学院,1384,辽宁省
沈阳农业大学,110,辽宁省
沈阳化工大学,171,辽宁省
沈阳北软信息职业技术学院,1569,辽宁省
沈阳医学院,425,辽宁省
沈阳城市学院,1679,辽宁省
沈阳城市建设学院,1269,辽宁省
沈阳大学,208,辽宁省
沈阳工业大学,138,辽宁省
沈阳工业大学工程学院,734,辽宁省
沈阳工学院,772,辽宁省
沈阳工程学院,392,辽宁省
沈阳师范大学,190,辽宁省
沈阳建筑大学,156,辽宁省
沈阳理工大学,194,辽宁省
沈阳科技学院,621,辽宁省
沈阳职业技术学院,578,辽宁省
沈阳航空职业技术学院,704,辽宁省
沈阳航空航天大学,155,辽宁省
沈阳航空航天大学北方科技学院,715,辽宁省
沈阳药科大学,673,辽宁省
沈阳音乐学院,560,辽宁省
沙洲职业工学院,1803,江苏省
沧州交通学院,897,河北省
沧州医学高等专科学校,1156,河北省
沧州师范学院,389,河北省
沧州幼儿师范高等专科学校,917,河北省
沧州职业技术学院,717,河北省
沧州航空职业学院,1538,河北省
河北东方学院,1516,河北省
河北中医药大学,1236,河北省
河北交通职业技术学院,1444,河北省
河北传媒学院,1736,河北省
河北体育学院,1704,河北省
河北公安警察职业学院,935,河北省
河北农业大学,143,河北省
河北农业大学现代科技学院,1308,河北省
河北劳动关系职业学院,851,河北省
河北化工医药职业技术学院,957,河北省
河北北方学院,407,河北省
河北医科大学,452,河北省
河北医科大学临床学院,1614,河北省
河北司法警官职业学院,879,河北省
河北地质大学,231,河北省
河北地质大学华信学院,1164,河北省
河北外国语学院,1008,河北省
河北大学,92,河北省
河北大学工商学院,1621,河北省
河北女子职业技术学院,976,河北省
河北对外经贸职业学院,790,河北省
河北工业大学,79,河北省
河北工业职业技术大学,387,河北省
河北工程大学,215,河北省
河北工程大学科信学院,786,河北省
河北工程技术学院,1203,河北省
河北工艺美术职业学院,968,河北省
河北师范大学,117,河北省
河北师范大学汇华学院,1717,河北省
河北建材职业技术学院,420,河北省
河北建筑工程学院,321,河北省
河北政法职业学院,1419,河北省
河北旅游职业学院,475,河北省
河北机电职业技术学院,513,河北省
河北正定师范高等专科学校,640,河北省
河北民族师范学院,336,河北省
河北水利电力学院,379,河北省
河北环境工程学院,347,河北省
河北石油职业技术大学,394,河北省
河北石油职业技术学院,794,河北省
河北科技大学,165,河北省
河北科技学院,972,河北省
河北科技工程职业技术大学,393,河北省
河北科技师范学院,278,河北省
河北经贸大学,1185,河北省
河北经贸大学经济管理学院,568,河北省
河北美术学院,1147,河北省
河北能源职业技术学院,989,河北省
河北艺术职业学院,1255,河北省
河北资源环境职业技术学院,775,河北省
河北轨道运输职业技术学院,1243,河北省
河北软件职业技术学院,405,河北省
河北金融学院,1170,河北省
河南中医药大学,1458,河南省
河南交通职业技术学院,810,河南省
河南体育学院,884,河南省
河南信息统计职业学院,1193,河南省
河南农业大学,108,河南省
河南农业职业学院,558,河南省
河南医学高等专科学校,872,河南省
河南医药大学,1755,河南省
河南司法警官职业学院,1567,河南省
河南地矿职业学院,808,河南省
河南城建学院,291,河南省
河南大学,72,河南省
河南女子职业学院,562,河南省
河南对外经济贸易职业学院,761,河南省
河南工业和信息化职业学院,856,河南省
河南工业大学,151,河南省
河南工业职业技术学院,1062,河南省
河南工业贸易职业学院,1772,河南省
河南工学院,363,河南省
河南工程学院,297,河南省
河南师范大学,111,河南省
河南应用技术职业学院,822,河南省
河南建筑职业技术学院,1056,河南省
河南开封科技传媒学院,1743,河南省
河南护理职业学院,479,河南省
河南推拿职业学院,543,河南省
河南新乡工商职业学院,1584,河南省
河南机电职业学院,1691,河南省
河南林业职业学院,1285,河南省
河南检察职业学院,1782,河南省
河南水利与环境职业学院,1101,河南省
河南测绘职业学院,521,河南省
河南牧业经济学院,322,河南省
河南物流职业学院,844,河南省
河南理工大学,147,河南省
河南科技大学,121,河南省
河南科技学院,243,河南省
河南科技职业大学,1805,河南省
河南经贸职业学院,1321,河南省
河南职业技术学院,996,河南省
河南艺术职业学院,1563,河南省
河南警察学院,617,河南省
河南财政金融学院,726,河南省
河南财经政法大学,1104,河南省
河南质量工程职业学院,1693,河南省
河南轻工职业学院,1547,河南省
河套学院,368,内蒙古自治区
河海大学,50,江苏省
泉州信息工程学院,1591,福建省
泉州医学高等专科学校,1271,福建省
泉州华光职业学院,923,福建省
泉州工程职业技术学院,1204,福建省
泉州工艺美术职业学院,1408,福建省
泉州师范学院,269,福建省
泉州幼儿师范高等专科学校,833,福建省
泉州海洋职业学院,1713,福建省
泉州纺织服装职业学院,1301,福建省
泉州经贸职业技术学院,1642,福建省
泉州职业技术大学,1323,福建省
泉州轻工职业学院,1351,福建省
泰山学院,264,山东省
泰山护理职业学院,1020,山东省
泰山科技学院,1097,山东省
泰山职业技术学院,1095,山东省
泰州学院,328,江苏省
泰州职业技术学院,1786,江苏省
洛阳商业职业学院,1125,河南省
洛阳师范学院,247,河南省
洛阳文化旅游职业学院,457,河南省
洛阳理工学院,311,河南省
洛阳科技职业学院,770,河南省
洛阳职业技术学院,1450,河南省
济南大学,132,山东省
济南工程职业技术学院,588,山东省
济南幼儿师范高等专科学校,755,山东省
济南护理职业学院,886,山东省
济南职业学院,1011,山东省
济宁医学院,1330,山东省
济宁学院,352,山东省
济宁汽车工程职业学院,1643,山东省
济宁职业技术学院,678,山东省
济源职业技术学院,676,河南省
浙大城市学院,189,浙江省
浙大宁波理工学院,199,浙江省
浙江万里学院,246,浙江省
浙江东方职业技术学院,1768,浙江省
浙江中医药大学,1701,浙江省
浙江中医药大学滨江学院,1514,浙江省
浙江交通职业技术学院,694,浙江省
浙江传媒学院,1355,浙江省
浙江体育职业技术学院,1706,浙江省
浙江农业商贸职业学院,981,浙江省
浙江农林大学,107,浙江省
浙江农林大学暨阳学院,1257,浙江省
浙江同济科技职业学院,745,浙江省
浙江商业职业技术学院,1770,浙江省
浙江国际海运职业技术学院,1094,浙江省
浙江外国语学院,1190,浙江省
浙江大学,3,浙江省
浙江宇翔职业技术学院,460,浙江省
浙江安防职业技术学院,1240,浙江省
浙江工业大学,49,浙江省
浙江工业大学之江学院,1738,浙江省
浙江工业职业技术学院,566,浙江省
浙江工商大学,1508,浙江省
浙江工商大学杭州商学院,1472,浙江省
浙江工商职业技术学院,1335,浙江省
浙江工贸职业技术学院,971,浙江省
浙江师范大学,66,浙江省
浙江师范大学行知学院,1663,浙江省
浙江广厦建设职业技术大学,1055,浙江省
浙江建设职业技术学院,1683,浙江省
浙江旅游职业学院,1500,浙江省
浙江机电职业技术大学,698,浙江省
浙江树人学院,921,浙江省
浙江横店影视职业学院,920,浙江省
浙江水利水电学院,289,浙江省
浙江汽车职业技术学院,855,浙江省
浙江海洋大学,162,浙江省
浙江特殊教育职业学院,1392,浙江省
浙江理工大学,76,浙江省
浙江理工大学科技与艺术学院,948,浙江省
浙江电力职业技术学院,1309,浙江省
浙江科技大学,168,浙江省
浙江纺织服装职业技术学院,941,浙江省
浙江经济职业技术学院,993,浙江省
浙江经贸职业技术学院,1438,浙江省
浙江育英职业技术学院,1618,浙江省
浙江舟山群岛新区旅游与健康职业学院,519,浙江省
浙江艺术职业学院,463,浙江省
浙江药科职业大学,1775,浙江省
浙江警官职业学院,522,浙江省
浙江警察学院,1485,浙江省
浙江财经大学,645,浙江省
浙江财经大学东方学院,983,浙江省
浙江越秀外国语学院,1502,浙江省
浙江邮电职业技术学院,1727,浙江省
浙江金华科贸职业技术学院,1350,浙江省
浙江金融职业学院,545,浙江省
浙江长征职业技术学院,1099,浙江省
浙江音乐学院,1238,浙江省
淄博师范高等专科学校,1342,山东省
淄博职业技术大学,1597,山东省
淮北师范大学,232,安徽省
淮北理工学院,1439,安徽省
淮北职业技术学院,484,安徽省
淮南师范学院,317,安徽省
淮南职业技术学院,803,安徽省
淮南联合大学,1598,安徽省
淮阴工学院,219,江苏省
淮阴师范学院,229,江苏省
清华大学,1,北京市
渤海大学,178,辽宁省
渤海理工职业学院,1118,河北省
渤海石油职业学院,1415,河北省
渤海船舶职业学院,524,辽宁省
温州医科大学,409,浙江省
温州医科大学仁济学院,449,浙江省
温州商学院,638,浙江省
温州大学,94,浙江省
温州理工学院,306,浙江省
温州科技职业学院,582,浙江省
温州职业技术学院,559,浙江省
温州肯恩大学,605,浙江省
湄洲湾职业技术学院,1065,福建省
湖北三峡职业技术学院,901,湖北省
湖北三峡航空学院,1244,湖北省
湖北中医药大学,663,湖北省
湖北中医药高等专科学校,502,湖北省
湖北交通职业技术学院,838,湖北省
湖北医药学院,1793,湖北省
湖北医药学院药护学院,430,湖北省
湖北商贸学院,1366,湖北省
湖北城市建设职业技术学院,612,湖北省
湖北大学,95,湖北省
湖北大学知行学院,1230,湖北省
湖北工业大学,106,湖北省
湖北工业大学工程技术学院,1453,湖北省
湖北工业职业技术学院,767,湖北省
湖北工程学院,304,湖北省
湖北工程学院新技术学院,925,湖北省
湖北师范大学,238,湖北省
湖北师范大学文理学院,1133,湖北省
湖北恩施学院,419,湖北省
湖北文理学院,265,湖北省
湖北文理学院理工学院,1769,湖北省
湖北民族大学,1659,湖北省
湖北水利水电职业技术学院,1557,湖北省
湖北汽车工业学院,262,湖北省
湖北汽车工业学院科技学院,1652,湖北省
湖北理工学院,286,湖北省
湖北科技学院,272,湖北省
湖北第二师范学院,259,湖北省
湖北经济学院,964,湖北省
湖北经济学院法商学院,1029,湖北省
湖北美术学院,1135,湖北省
湖北职业技术学院,486,湖北省
湖北警官学院,1403,湖北省
湖北轻工职业技术学院,721,湖北省
湖州健康职业学院,1279,浙江省
湖州学院,333,浙江省
湖州师范学院,159,浙江省
湖州职业技术学院,421,浙江省
滁州城市职业学院,464,安徽省
滁州学院,282,安徽省
滁州职业技术学院,1411,安徽省
满洲里俄语职业学院,892,内蒙古自治区
滨州医学院,1113,山东省
滨州科技职业学院,969,山东省
滨州职业学院,1160,山东省
漯河医学高等专科学校,496,河南省
漯河职业技术学院,776,河南省
漯河食品工程职业大学,1187,河南省
漳州卫生职业学院,807,福建省
漳州城市职业学院,1353,福建省
漳州理工职业学院,1799,福建省
漳州科技职业学院,751,福建省
漳州职业技术学院,740,福建省
潍坊学院,268,山东省
潍坊工商职业学院,1167,山东省
潍坊工程职业学院,436,山东省
潍坊护理职业学院,1130,山东省
潍坊环境工程职业学院,510,山东省
潍坊理工学院,757,山东省
潍坊科技学院,932,山东省
潍坊职业学院,1783,山东省
潍坊食品科技职业学院,1278,山东省
潞安职业技术学院,1014,山西省
濮阳医学高等专科学校,624,河南省
濮阳石油化工职业技术学院,1149,河南省
濮阳科技职业学院,727,河南省
濮阳职业技术学院,984,河南省
炎黄职业技术学院,1032,江苏省
烟台南山学院,885,山东省
烟台卫生健康职业学院,934,山东省
烟台城市科技职业学院,648,山东省
烟台大学,139,山东省
烟台工程职业技术学院,1183,山东省
烟台幼儿师范高等专科学校,1138,山东省
烟台文化旅游职业学院,1619,山东省
烟台汽车工程职业学院,1341,山东省
烟台理工学院,1318,山东省
烟台科技学院,601,山东省
烟台职业学院,1305,山东省
烟台黄金职业学院,1520,山东省
焦作大学,1709,河南省
焦作工贸职业学院,898,河南省
焦作师范高等专科学校,1599,河南省
焦作新材料职业学院,1086,河南省
燕京理工学院,1272,河北省
燕山大学,82,河北省
燕山大学里仁学院,1634,河北省
牡丹江医科大学,1192,黑龙江省
牡丹江大学,1108,黑龙江省
牡丹江师范学院,300,黑龙江省
白城医学高等专科学校,1286,吉林省
白城师范学院,348,吉林省
白城职业技术学院,527,吉林省
皖北卫生职业学院,1767,安徽省
皖南医学院,1748,安徽省
皖江工学院,1571,安徽省
皖西卫生职业学院,700,安徽省
皖西学院,295,安徽省
盐城农业科技职业学院,1445,江苏省
盐城工业职业技术学院,750,江苏省
盐城工学院,216,江苏省
盐城师范学院,226,江苏省
盐城幼儿师范高等专科学校,507,江苏省
盘锦职业技术学院,809,辽宁省
石家庄人民医学高等专科学校,609,河北省
石家庄信息工程职业学院,837,河北省
石家庄农林职业学院,1443,河北省
石家庄医学高等专科学校,1128,河北省
石家庄城市经济职业学院,1322,河北省
石家庄学院,374,河北省
石家庄工商职业学院,842,河北省
石家庄工程职业学院,1336,河北省
石家庄幼儿师范高等专科学校,1124,河北省
石家庄理工职业学院,483,河北省
石家庄科技信息职业学院,571,河北省
石家庄科技职业学院,760,河北省
石家庄经济职业学院,498,河北省
石家庄职业技术学院,1590,河北省
石家庄财经职业学院,675,河北省
石家庄邮电职业技术学院,1325,河北省
石家庄金融职业学院,1246,河北省
石家庄铁路职业技术学院,1434,河北省
石家庄铁道大学,163,河北省
石家庄铁道大学四方学院,1026,河北省
硅湖职业技术学院,1039,江苏省
福州墨尔本理工职业学院,1625,福建省
福州外语外贸学院,525,福建省
福州大学,60,福建省
福州大学至诚学院,574,福建省
福州工商学院,471,福建省
福州理工学院,1313,福建省
福州科技职业技术学院,651,福建省
福州职业技术学院,633,福建省
福州英华职业学院,1721,福建省
福州软件职业技术学院,852,福建省
福州黎明职业技术学院,914,福建省
福建中医药大学,1761,福建省
福建体育职业技术学院,1218,福建省
福建信息职业技术学院,1306,福建省
福建农业职业技术学院,657,福建省
福建农林大学,91,福建省
福建农林大学金山学院,1635,福建省
福建医科大学,1447,福建省
福建华南女子职业学院,742,福建省
福建卫生职业技术学院,857,福建省
福建商学院,1270,福建省
福建师范大学,65,福建省
福建师范大学协和学院,404,福建省
福建幼儿师范高等专科学校,1303,福建省
福建技术师范学院,338,福建省
福建林业职业技术学院,503,福建省
福建水利电力职业技术学院,986,福建省
福建江夏学院,1197,福建省
福建理工大学,230,福建省
福建生物工程职业技术学院,1787,福建省
福建电力职业技术学院,881,福建省
福建福耀科技大学,707,福建省
福建船政交通职业学院,1518,福建省
福建艺术职业学院,666,福建省
福建警察学院,1216,福建省
科尔沁艺术职业学院,1640,内蒙古自治区
秦皇岛工业职业技术学院,1684,河北省
秦皇岛职业技术学院,1381,河北省
绍兴文理学院,196,浙江省
绍兴理工学院,616,浙江省
绍兴职业技术学院,1027,浙江省
绥化学院,362,黑龙江省
聊城大学,170,山东省
聊城大学东昌学院,644,山东省
聊城科技职业学院,904,山东省
聊城职业技术学院,1004,山东省
芜湖医药健康职业学院,1173,安徽省
芜湖学院,1630,安徽省
芜湖职业技术大学,818,安徽省
芜湖航空职业学院,1182,安徽省
苏州信息职业技术学院,596,江苏省
苏州健雄职业技术学院,764,江苏省
苏州农业职业技术学院,472,江苏省
苏州卫生职业技术学院,847,江苏省
苏州城市学院,364,江苏省
苏州大学,31,江苏省
苏州大学应用技术学院,1023,江苏省
苏州工业园区服务外包职业学院,555,江苏省
苏州工业园区职业技术学院,1391,江苏省
苏州工业职业技术学院,552,江苏省
苏州工学院,735,江苏省
苏州工艺美术职业技术学院,1337,江苏省
苏州幼儿师范高等专科学校,1231,江苏省
苏州托普信息职业技术学院,746,江苏省
苏州旅游职业学院,1522,江苏省
苏州百年职业学院,1024,江苏省
苏州科技大学,148,江苏省
苏州科技大学天平学院,549,江苏省
苏州经贸职业技术学院,1050,江苏省
苏州职业技术大学,883,江苏省
苏州高博职业学院,523,江苏省
荆州学院,791,湖北省
荆州理工职业学院,1562,湖北省
荆州职业技术学院,836,湖北省
荆楚理工学院,371,湖北省
莆田学院,284,福建省
莱芜职业技术学院,1774,山东省
菏泽医学专科学校,1148,山东省
菏泽学院,345,山东省
菏泽家政职业学院,1430,山东省
菏泽生物医药职业学院,966,山东省
菏泽职业学院,1401,山东省
萍乡卫生职业学院,1433,江西省
萍乡学院,340,江西省
营口理工学院,309,辽宁省
营口职业技术学院,1159,辽宁省
蚌埠医科大学,1753,安徽省
蚌埠城市轨道交通职业学院,1399,安徽省
蚌埠学院,356,安徽省
蚌埠工商学院,1251,安徽省
蚌埠经济技术职业学院,1608,安徽省
衡水健康科技职业学院,687,河北省
衡水学院,376,河北省
衡水职业技术学院,865,河北省
衢州学院,258,浙江省
衢州职业技术学院,1277,浙江省
襄阳职业技术学院,613,湖北省
西交利物浦大学,863,江苏省
西湖大学,780,浙江省
许昌学院,319,河南省
许昌电气职业学院,1109,河南省
许昌职业技术学院,762,河南省
许昌陶瓷职业学院,1561,河南省
豫北医学院,1789,河南省
豫章师范学院,380,江西省
赣东学院,377,江西省
赣东职业技术学院,1345,江西省
赣南医科大学,1627,江西省
赣南卫生健康职业学院,454,江西省
赣南师范大学,176,江西省
赣南师范大学科技学院,861,江西省
赣南科技学院,343,江西省
赣州师范高等专科学校,1722,江西省
赣州职业技术学院,1427,江西省
赣州起元职业学院,499,江西省
赣州远恒佳职业学院,1666,江西省
赣西科技职业学院,891,江西省
赤峰学院,316,内蒙古自治区
赤峰工业职业技术学院,1331,内蒙古自治区
赤峰应用技术职业学院,713,内蒙古自治区
赤峰职业技术学院,668,内蒙古自治区
辽东学院,330,辽宁省
辽宁中医药大学,1212,辽宁省
辽宁中医药大学杏林学院,495,辽宁省
辽宁传媒学院,1762,辽宁省
辽宁体育运动职业技术学院,688,辽宁省
辽宁何氏医学院,1317,辽宁省
辽宁农业职业技术学院,1712,辽宁省
辽宁冶金职业技术学院,1142,辽宁省
辽宁医药职业学院,1165,辽宁省
辽宁商贸职业学院,1307,辽宁省
辽宁地质工程职业学院,817,辽宁省
辽宁城市建设职业技术学院,681,辽宁省
辽宁大学,93,辽宁省
辽宁对外经贸学院,667,辽宁省
辽宁工业大学,213,辽宁省
辽宁工程技术大学,198,辽宁省
辽宁工程职业学院,1752,辽宁省
辽宁师范大学,126,辽宁省
辽宁师范大学海华学院,1129,辽宁省
辽宁师范高等专科学校,1281,辽宁省
辽宁广告职业学院,811,辽宁省
辽宁建筑职业学院,1248,辽宁省
辽宁政法职业学院,1464,辽宁省
辽宁机电职业技术学院,1249,辽宁省
辽宁民族师范高等专科学校,697,辽宁省
辽宁特殊教育师范高等专科学校,738,辽宁省
辽宁现代服务职业技术学院,585,辽宁省
辽宁理工学院,1689,辽宁省
辽宁理工职业大学,1747,辽宁省
辽宁生态工程职业学院,725,辽宁省
辽宁省交通高等专科学校,413,辽宁省
辽宁石化职业技术学院,1657,辽宁省
辽宁石油化工大学,185,辽宁省
辽宁科技大学,207,辽宁省
辽宁科技学院,332,辽宁省
辽宁税务高等专科学校,1010,辽宁省
辽宁经济职业技术学院,674,辽宁省
辽宁职业学院,1586,辽宁省
辽宁装备制造职业技术学院,1180,辽宁省
辽宁警察学院,820,辽宁省
辽宁财贸学院,1710,辽宁省
辽宁轨道交通职业学院,451,辽宁省
辽宁轻工职业学院,1574,辽宁省
辽宁金融职业学院,1389,辽宁省
辽宁铁道职业技术学院,902,辽宁省
辽河石油职业技术学院,997,辽宁省
辽源职业技术学院,1161,吉林省
辽阳职业技术学院,1119,辽宁省
运城学院,324,山西省
运城师范高等专科学校,661,山西省
运城幼儿师范高等专科学校,938,山西省
运城护理职业学院,739,山西省
运城职业技术大学,1785,山西省
连云港师范学院,1315,江苏省
连云港职业技术学院,1494,江苏省
通化医药健康职业学院,478,吉林省
通化师范学院,275,吉林省
通辽职业学院,679,内蒙古自治区
邢台医学院,431,河北省
邢台学院,388,河北省
邢台应用技术职业学院,573,河北省
邢台新能源职业学院,1600,河北省
邯郸学院,346,河北省
邯郸幼儿师范高等专科学校,1357,河北省
邯郸应用技术职业学院,1250,河北省
邯郸科技职业学院,655,河北省
邯郸职业技术学院,1650,河北省
郑州亚欧交通职业学院,514,河南省
郑州体育职业学院,867,河南省
郑州信息工程职业学院,759,河南省
郑州信息科技职业学院,1153,河南省
郑州健康学院,813,河南省
郑州医药健康职业学院,1194,河南省
郑州升达经贸管理学院,874,河南省
郑州卫生健康职业学院,950,河南省
郑州商学院,1760,河南省
郑州商贸旅游职业学院,520,河南省
郑州城市职业学院,1662,河南省
郑州城建职业学院,1492,河南省
郑州大学,38,河南省
郑州工业安全职业学院,1098,河南省
郑州工业应用技术学院,1368,河南省
郑州工商学院,1358,河南省
郑州工程技术学院,337,河南省
郑州师范学院,342,河南省
郑州幼儿师范高等专科学校,654,河南省
郑州旅游职业学院,619,河南省
郑州智能科技职业学院,670,河南省
郑州汽车工程职业学院,650,河南省
郑州理工职业学院,1682,河南省
郑州电力职业技术学院,911,河南省
郑州电力高等专科学校,1224,河南省
